cnae,descricao,secao,divisao,anexo,fator_r,pode_mei,risco_cgsim,veredito,orgaos_conselho,orgaos_setorial,debativel,confianca,motivos
"7410-2/99","ATIVIDADES DE DESIGN NÃO ESPECIFICADAS ANTERIORMENTE","M","74","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7420-0/01","ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS, EXCETO AÉREA E SUBMARINA","M","74","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7420-0/02","ATIVIDADES DE PRODUÇÃO DE FOTOGRAFIAS AÉREAS E SUBMARINAS","M","74","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7420-0/03","LABORATÓRIOS FOTOGRÁFICOS","M","74","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7420-0/04","FILMAGEM DE FESTAS E EVENTOS","M","74","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7420-0/05","SERVIÇOS DE MICROFILMAGEM","M","74","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7490-1/01","SERVIÇOS DE TRADUÇÃO, INTERPRETAÇÃO E SIMILARES","M","74","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7490-1/02","ESCAFANDRIA E MERGULHO","M","74","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7490-1/03","SERVIÇOS DE AGRONOMIA E DE CONSULTORIA ÀS ATIVIDADES AGRÍCOLAS E PECUÁRIAS","M","74","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7490-1/04","ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS","M","74","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7490-1/05","AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTÍSTICAS","M","74","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7490-1/99","OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS NÃO ESPECIFICADAS ANTERIORMENTE","M","74","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7500-1/00","ATIVIDADES VETERINÁRIAS","M","75","III/V","sim","nao","baixo_a","tato-registro","CRMV (veterinária)","","","alta","conselho: CRMV (veterinária)"
"7711-0/00","LOCAÇÃO DE AUTOMÓVEIS SEM CONDUTOR","N","77","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7721-7/00","ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7722-5/00","ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7723-3/00","ALUGUEL DE OBJETOS DO VESTUÁRIO, JÓIAS E ACESSÓRIOS","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7729-2/01","ALUGUEL DE APARELHOS DE JOGOS ELETRÔNICOS","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7729-2/02","ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL; INSTRUMENTOS MUSICAIS","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7729-2/03","ALUGUEL DE MATERIAL MÉDICO","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7729-2/99","ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMÉSTICOS NÃO ESPECIFICADOS ANTERIORMENTE","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7731-4/00","ALUGUEL DE MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS SEM OPERADOR","N","77","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7732-2/01","ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES","N","77","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7732-2/02","ALUGUEL DE ANDAIMES","N","77","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7733-1/00","ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA ESCRITÓRIOS","N","77","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"7739-0/01","ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA EXTRAÇÃO DE MINÉRIOS E PETRÓLEO, SEM OPERADOR","N","77","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7739-0/02","ALUGUEL DE EQUIPAMENTOS CIENTÍFICOS, MÉDICOS E HOSPITALARES, SEM OPERADOR","N","77","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7739-0/03","ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORÁRIO, EXCETO ANDAIMES","N","77","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7739-0/99","ALUGUEL DE OUTRAS MÁQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NÃO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR","N","77","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7740-3/00","GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS","N","77","III/V","sim","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"7911-2/00","AGÊNCIAS DE VIAGENS","N","79","III","nao","sim","baixo_a","tato-registro","","CADASTUR (turismo)","","alta","setorial: CADASTUR (turismo)"
"7912-1/00","OPERADORES TURÍSTICOS","N","79","III","nao","sim","baixo_a","tato-registro","","CADASTUR (turismo)","","alta","setorial: CADASTUR (turismo)"
"7990-2/00","SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE","N","79","III","nao","sim","nao_listado","tato-registro","","CADASTUR (turismo)","","alta","setorial: CADASTUR (turismo)"
"8011-1/02","SERVIÇOS DE ADESTRAMENTO DE CÃES DE GUARDA","N","80","III","nao","sim","baixo_a","tato-registro","","Polícia Federal (segurança/investigação)","","alta","setorial: Polícia Federal (segurança/investigação)"
"8020-0/01","ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANÇA ELETRÔNICO","N","80","IV","nao","nao","baixo_a","tato-registro","","Polícia Federal (segurança/investigação)","","alta","setorial: Polícia Federal (segurança/investigação)"
"8030-7/00","ATIVIDADES DE INVESTIGAÇÃO PARTICULAR","N","80","III/V","sim","nao","baixo_a","tato-registro","","Polícia Federal (segurança/investigação)","","alta","setorial: Polícia Federal (segurança/investigação)"
"8121-4/00","LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS","N","81","IV","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8122-2/00","IMUNIZAÇÃO E CONTROLE DE PRAGAS URBANAS","N","81","IV","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8129-0/00","ATIVIDADES DE LIMPEZA NÃO ESPECIFICADAS ANTERIORMENTE","N","81","IV","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8130-3/00","ATIVIDADES PAISAGÍSTICAS","N","81","IV","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8211-3/00","SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO","N","82","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8219-9/01","FOTOCÓPIAS","N","82","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8219-9/99","PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE","N","82","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8220-2/00","ATIVIDADES DE TELEATENDIMENTO","N","82","III","nao","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8230-0/01","SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS","N","82","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8230-0/02","CASAS DE FESTAS E EVENTOS","N","82","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8291-1/00","ATIVIDADES DE COBRANÇAS E INFORMAÇÕES CADASTRAIS","N","82","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8299-7/01","MEDIÇÃO DE CONSUMO DE ENERGIA ELÉTRICA, GÁS E ÁGUA","N","82","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8299-7/03","SERVIÇOS DE GRAVAÇÃO DE CARIMBOS, EXCETO CONFECÇÃO","N","82","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8299-7/07","SALAS DE ACESSO À INTERNET","N","82","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8299-7/99","OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE","N","82","III/IV/V","sim","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8511-2/00","EDUCAÇÃO INFANTIL - CRECHE","P","85","III","nao","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8512-1/00","EDUCAÇÃO INFANTIL - PRÉESCOLA","P","85","III","nao","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8513-9/00","ENSINO FUNDAMENTAL","P","85","III","nao","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8520-1/00","ENSINO MÉDIO","P","85","III","nao","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8531-7/00","EDUCAÇÃO SUPERIOR - GRADUAÇÃO","P","85","III/V","sim","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8532-5/00","EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS GRADUAÇÃO","P","85","III/V","sim","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8533-3/00","EDUCAÇÃO SUPERIOR - PÓS GRADUAÇÃO E EXTENSÃO","P","85","III/V","sim","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8541-4/00","EDUCAÇÃO PROFISSIONAL DE NÍVEL TÉCNICO","P","85","III","nao","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8542-2/00","EDUCAÇÃO PROFISSIONAL DE NÍVEL TECNOLÓGICO","P","85","III/V","sim","nao","nao_listado","tato-registro","","MEC/Conselho de Educação (ensino regular)","","alta","setorial: MEC/Conselho de Educação (ensino regular)"
"8550-3/02","ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES","P","85","III/V","sim","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8591-1/00","ENSINO DE ESPORTES","P","85","III","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8592-9/01","ENSINO DE DANÇA","P","85","III/V","sim","nao","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8592-9/02","ENSINO DE ARTES CÊNICAS, EXCETO DANÇA","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8592-9/03","ENSINO DE MÚSICA","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8592-9/99","ENSINO DE ARTE E CULTURA NÃO ESPECIFICADO ANTERIORMENTE","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8593-7/00","ENSINO DE IDIOMAS","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8599-6/01","FORMAÇÃO DE CONDUTORES","P","85","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8599-6/02","CURSOS DE PILOTAGEM","P","85","III","nao","nao","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8599-6/03","TREINAMENTO EM INFORMÁTICA","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8599-6/04","TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8599-6/05","CURSOS PREPARATÓRIOS PARA CONCURSOS","P","85","III","nao","sim","baixo_a","liso","","","","alta","baixo-risco-A CGSIM + sem conselho/setorial"
"8599-6/99","OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE","P","85","III","nao","sim","nao_listado","verificar-licenciamento","","","","media","fora do baixo-risco-A CGSIM → licença municipal (médio provisório OU alto vistoria; nível é municipal/BH)"
"8610-1/01","ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8610-1/02","ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8621-6/01","UTI MÓVEL","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8621-6/02","SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS, EXCETO POR UTI MÓVEL","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8622-4/00","SERVIÇOS DE REMOÇÃO DE PACIENTES, EXCETO OS SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/01","ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/02","ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/03","ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/04","ATIVIDADE ODONTOLÓGICA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/06","SERVIÇOS DE VACINAÇÃO E IMUNIZAÇÃO HUMANA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/07","ATIVIDADES DE REPRODUÇÃO HUMANA ASSISTIDA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8630-5/99","ATIVIDADES DE ATENÇÃO AMBULATORIAL NÃO ESPECIFICADAS ANTERIORMENTE","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/01","LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/02","LABORATÓRIOS CLÍNICOS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/03","SERVIÇOS DE DIÁLISE E NEFROLOGIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/04","SERVIÇOS DE TOMOGRAFIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/05","SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXCETO TOMOGRAFIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/06","SERVIÇOS DE RESSONÂNCIA MAGNÉTICA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/07","SERVIÇOS DE DIAGNÓSTICO POR IMAGEM SEM USO DE RADIAÇÃO IONIZANTE, EXCETO RESSONÂNCIA MAGNÉTICA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/08","SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁFICO - ECG, EEG E OUTROS EXAMES ANÁLOGOS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/09","SERVIÇOS DE DIAGNÓSTICO POR MÉTODOS ÓPTICOS - ENDOSCOPIA E OUTROS EXAMES ANÁLOGOS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/10","SERVIÇOS DE QUIMIOTERAPIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/11","SERVIÇOS DE RADIOTERAPIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/12","SERVIÇOS DE HEMOTERAPIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/13","SERVIÇOS DE LITOTRIPCIA","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/14","SERVIÇOS DE BANCOS DE CÉLULAS E TECIDOS HUMANOS","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8640-2/99","ATIVIDADES DE SERVIÇOS DE COMPLEMENTAÇÃO DIAGNÓSTICA E TERAPÊUTICA NÃO ESPECIFICADAS ANTERIORMENTE","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/01","ATIVIDADES DE ENFERMAGEM","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/02","ATIVIDADES DE PROFISSIONAIS DA NUTRIÇÃO","Q","86","III/V","sim","nao","baixo_a","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/03","ATIVIDADES DE PSICOLOGIA E PSICANÁLISE","Q","86","III/V","sim","nao","baixo_a","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/04","ATIVIDADES DE FISIOTERAPIA","Q","86","III/V","sim","nao","baixo_a","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/05","ATIVIDADES DE TERAPIA OCUPACIONAL","Q","86","III/V","sim","nao","baixo_a","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/06","ATIVIDADES DE FONOAUDIOLOGIA","Q","86","III/V","sim","nao","baixo_a","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
"8650-0/07","ATIVIDADES DE TERAPIA DE NUTRIÇÃO ENTERAL E PARENTERAL","Q","86","III/V","sim","nao","nao_listado","tato-registro","Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)","","","alta","conselho: Conselhos de saúde (CRM/CRO/COREN/CRN/CRP/CREFITO/CRF)"
