cnae,descricao,secao_id,secao,divisao_id,classe_id,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just
4399105,PERFURAÇÃO E CONSTRUÇÃO DE POÇOS DE ÁGUA,F,Construção,43,43991,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
4399199,SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,F,Construção,43,43991,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte)
4511101,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45111,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4511102,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45111,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4511103,"COMÉRCIO POR ATACADO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS E USADOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45111,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4511104,COMÉRCIO POR ATACADO DE CAMINHÕES NOVOS E USADOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45111,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4511105,COMÉRCIO POR ATACADO DE REBOQUES E SEMI REBOQUES NOVOS E USADOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45111,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
5611204,"BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS, SEM ENTRETENIMENTO",I,Alojamento E Alimentação,56,56112,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar)
4511106,COMÉRCIO POR ATACADO DE ÔNIBUS E MICROÔNIBUS NOVOS E USADOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45111,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4512901,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45129,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4512902,COMÉRCIO SOB CONSIGNAÇÃO DE VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45129,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520001,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520002,SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520003,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520004,SERVIÇOS DE ALINHAMENTO E BALANCEAMENTO DE VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520005,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520007,"SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4520008,SERVIÇOS DE CAPOTARIA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45200,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4530701,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45307,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4530702,COMÉRCIO POR ATACADO DE PNEUMÁTICOS E CÂMARAS DE AR,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45307,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4530703,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45307,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4623101,COMÉRCIO ATACADISTA DE ANIMAIS VIVOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46231,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4530704,COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS USADOS PARA VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45307,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4530705,COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS DE AR,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45307,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4530706,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PEÇAS E ACESSÓRIOS NOVOS E USADOS PARA VEÍCULOS AUTOMOTORES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45307,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4541201,COMÉRCIO POR ATACADO DE MOTOCICLETAS E MOTONETAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45412,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4541202,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS PARA MOTOCICLETAS E MOTONETAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45412,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4541203,COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45412,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4541204,COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45412,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4618401,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MEDICAMENTOS, COSMÉTICOS E PRODUTOS DE PERFUMARIA",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46184,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4542101,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MOTOCICLETAS E MOTONETAS, PEÇAS E ACESSÓRIOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45421,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4542102,COMÉRCIO SOB CONSIGNAÇÃO DE MOTOCICLETAS E MOTONETAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45421,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4543900,MANUTENÇÃO E REPARAÇÃO DE MOTOCICLETAS E MOTONETAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,45,45439,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4611700,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MATÉRIAS PRIMAS AGRÍCOLAS E ANIMAIS VIVOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46117,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4612500,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE COMBUSTÍVEIS, MINERAIS, PRODUTOS SIDERÚRGICOS E QUÍMICOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46125,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4613300,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MADEIRA, MATERIAL DE CONSTRUÇÃO E FERRAGENS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46133,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4614100,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MÁQUINAS, EQUIPAMENTOS, EMBARCAÇÕES E AERONAVES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46141,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4615000,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE ELETRODOMÉSTICOS, MÓVEIS E ARTIGOS DE USO DOMÉSTICO",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46150,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4616800,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE TÊXTEIS, VESTUÁRIO, CALÇADOS E ARTIGOS DE VIAGEM",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46168,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4617600,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE PRODUTOS ALIMENTÍCIOS, BEBIDAS E FUMO",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46176,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4618402,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE INSTRUMENTOS E MATERIAIS ODONTO MÉDICO HOSPITALARES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46184,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4618403,"REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE JORNAIS, REVISTAS E OUTRAS PUBLICAÇÕES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46184,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4618499,OUTROS REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO ESPECIALIZADO EM PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46184,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4619200,REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MERCADORIAS EM GERAL NÃO ESPECIALIZADO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46192,I,comércio (regra por seção),,,condicao,regulamentada — exige responsável técnico + conselho
4621400,COMÉRCIO ATACADISTA DE CAFÉ EM GRÃO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46214,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4622200,COMÉRCIO ATACADISTA DE SOJA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46222,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4623104,COMÉRCIO ATACADISTA DE FUMO EM FOLHA NÃO BENEFICIADO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46231,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4623108,COMÉRCIO ATACADISTA DE MATÉRIAS PRIMAS AGRÍCOLAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46231,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4623109,COMÉRCIO ATACADISTA DE ALIMENTOS PARA ANIMAIS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46231,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4623199,COMÉRCIO ATACADISTA DE MATÉRIAS PRIMAS AGRÍCOLAS NÃO ESPECIFICADAS ANTERIORMENTE,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46231,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4631100,COMÉRCIO ATACADISTA DE LEITE E LATICÍNIOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46311,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4632001,COMÉRCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46320,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4632002,"COMÉRCIO ATACADISTA DE FARINHAS, AMIDOS E FÉCULAS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46320,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4632003,"COMÉRCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FÉCULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46320,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4633801,"COMÉRCIO ATACADISTA DE FRUTAS, VERDURAS, RAÍZES, TUBÉRCULOS, HORTALIÇAS E LEGUMES FRESCOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46338,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4633802,COMÉRCIO ATACADISTA DE AVES VIVAS E OVOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46338,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4634699,COMÉRCIO ATACADISTA DE CARNES E DERIVADOS DE OUTROS ANIMAIS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46346,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4635401,COMÉRCIO ATACADISTA DE ÁGUA MINERAL,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46354,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4635402,"COMÉRCIO ATACADISTA DE CERVEJA, CHOPE E REFRIGERANTE",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46354,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4635403,COMÉRCIO ATACADISTA DE BEBIDAS COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46354,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4635499,COMÉRCIO ATACADISTA DE BEBIDAS NÃO ESPECIFICADAS ANTERIORMENTE,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46354,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4636201,COMÉRCIO ATACADISTA DE FUMO BENEFICIADO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46362,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4636202,"COMÉRCIO ATACADISTA DE CIGARROS, CIGARRILHAS E CHARUTOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46362,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637101,"COMÉRCIO ATACADISTA DE CAFÉ TORRADO, MOÍDO E SOLÚVEL",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637102,COMÉRCIO ATACADISTA DE AÇÚCAR,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637103,COMÉRCIO ATACADISTA DE ÓLEOS E GORDURAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637104,"COMÉRCIO ATACADISTA DE PÃES, BOLOS, BISCOITOS E SIMILARES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637105,COMÉRCIO ATACADISTA DE MASSAS ALIMENTÍCIAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637106,COMÉRCIO ATACADISTA DE SORVETES,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637107,"COMÉRCIO ATACADISTA DE CHOCOLATES, CONFEITOS, BALAS, BOMBONS E SEMELHANTES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4637199,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTÍCIOS NÃO ESPECIFICADOS ANTERIORMENTE,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46371,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4639701,COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46397,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4639702,"COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46397,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4641902,"COMÉRCIO ATACADISTA DE ARTIGOS DE CAMA, MESA E BANHO",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46419,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4641903,COMÉRCIO ATACADISTA DE ARTIGOS DE ARMARINHO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46419,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4642701,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS, EXCETO PROFISSIONAIS E DE SEGURANÇA",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46427,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4642702,COMÉRCIO ATACADISTA DE ROUPAS E ACESSÓRIOS PARA USO PROFISSIONAL E DE SEGURANÇA DO TRABALHO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46427,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4644301,COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46443,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4644302,COMÉRCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO VETERINÁRIO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46443,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4645101,"COMÉRCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO, CIRÚRGICO, HOSPITALAR E DE LABORATÓRIOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46451,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4645102,COMÉRCIO ATACADISTA DE PRÓTESES E ARTIGOS DE ORTOPEDIA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46451,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4645103,COMÉRCIO ATACADISTA DE PRODUTOS ODONTOLÓGICOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46451,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4646001,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46460,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4646002,COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE PESSOAL,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46460,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4647801,COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46478,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4647802,"COMÉRCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICAÇÕES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46478,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4679601,"COMÉRCIO ATACADISTA DE TINTAS, VERNIZES E SIMILARES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46796,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649401,COMÉRCIO ATACADISTA DE EQUIPAMENTOS ELÉTRICOS DE USO PESSOAL E DOMÉSTICO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649402,COMÉRCIO ATACADISTA DE APARELHOS ELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649403,"COMÉRCIO ATACADISTA DE BICICLETAS, TRICICLOS E OUTROS VEÍCULOS RECREATIVOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649404,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649405,COMÉRCIO ATACADISTA DE ARTIGOS DE TAPEÇARIA; PERSIANAS E CORTINAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649406,"COMÉRCIO ATACADISTA DE LUSTRES, LUMINÁRIAS E ABAJURES",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649407,"COMÉRCIO ATACADISTA DE FILMES, CDS, DVDS, FITAS E DISCOS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649408,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649409,"COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649410,"COMÉRCIO ATACADISTA DE JÓIAS, RELÓGIOS E BIJUTERIAS, INCLUSIVE PEDRAS PRECIOSAS E SEMIPRECIOSAS LAPIDADAS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4649499,COMÉRCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46494,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4651601,COMÉRCIO ATACADISTA DE EQUIPAMENTOS DE INFORMÁTICA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46516,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4651602,COMÉRCIO ATACADISTA DE SUPRIMENTOS PARA INFORMÁTICA,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46516,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4652400,COMÉRCIO ATACADISTA DE COMPONENTES ELETRÔNICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46524,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4661300,"COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUÁRIO; PARTES E PEÇAS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46613,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4679602,COMÉRCIO ATACADISTA DE MÁRMORES E GRANITOS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46796,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4662100,"COMÉRCIO ATACADISTA DE MÁQUINAS, EQUIPAMENTOS PARA TERRAPLENAGEM, MINERAÇÃO E CONSTRUÇÃO; PARTES E PEÇAS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46621,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4663000,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL; PARTES E PEÇAS,G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46630,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
4664800,"COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO MÉDICO HOSPITALAR; PARTES E PEÇAS",G,Comércio; Reparação De Veículos Automotores E Motocicletas,46,46648,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar)
